question_id,label,reason,is_correct,gold_rank,margin,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
5382,0,correct_clear,True,1,0.7,0.8,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1083,1,correct_close,True,1,0.05,0.35,0.3,0.25,0.05,0.05,0.0,0.0,0.0,0.0,0.0
9870,1,correct_close,True,1,0.05,0.3,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0
5426,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10242,1,wrong_close,False,6,0.047619,0.190476,0.142857,0.142857,0.142857,0.142857,0.047619,0.047619,0.047619,0.047619,0.047619
6832,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6746,1,correct_close,True,1,0.05,0.2,0.15,0.15,0.15,0.15,0.15,0.05,0.0,0.0,0.0
5355,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10602,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10271,1,correct_close,True,1,0.1,0.3,0.2,0.15,0.15,0.1,0.1,0.0,0.0,0.0,0.0
3224,1,correct_close,True,1,0.05,0.35,0.3,0.15,0.15,0.05,0.0,0.0,0.0,0.0,0.0
4370,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9613,EXCLUDE,retrieval_miss,False,,0.05,0.35,0.3,0.25,0.05,0.05,0.0,0.0,0.0,0.0,0.0
9031,0,correct_clear,True,1,0.6,0.7,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01
6934,1,wrong_close,False,7,0.105263,0.263158,0.157895,0.157895,0.105263,0.105263,0.105263,0.105263,0.0,0.0,0.0
2388,0,correct_clear,True,1,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5621,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4771,0,correct_clear,True,1,0.6,0.7,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
4863,1,wrong_close,False,5,0.105263,0.368421,0.263158,0.157895,0.105263,0.052632,0.052632,0.0,0.0,0.0,0.0
1752,EXCLUDE,retrieval_miss,False,,0.0,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
6500,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10222,0,correct_clear,True,1,0.555556,0.666667,0.111111,0.111111,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0
8451,0,correct_clear,True,1,0.75,0.8,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0
8883,1,wrong_clear,False,3,0.75,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9633,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9668,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9836,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10496,1,wrong_clear,False,2,0.3,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5419,0,correct_clear,True,1,0.157895,0.421053,0.263158,0.157895,0.105263,0.052632,0.0,0.0,0.0,0.0,0.0
2172,0,correct_clear,True,1,0.6,0.7,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
1614,EXCLUDE,retrieval_miss,False,,0.055556,0.277778,0.222222,0.166667,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0
2055,1,correct_close,True,1,0.05,0.35,0.3,0.2,0.05,0.05,0.05,0.0,0.0,0.0,0.0
777,1,correct_close,True,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10129,1,wrong_clear,False,6,0.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,0,correct_clear,True,1,0.85,0.9,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0
3231,1,wrong_close,False,3,0.05,0.4,0.35,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0
6310,0,correct_clear,True,1,0.5,0.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
4530,0,correct_clear,True,1,0.15,0.4,0.25,0.15,0.13,0.05,0.02,0.0,0.0,0.0,0.0
2181,0,correct_clear,True,1,0.65,0.8,0.15,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5961,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9015,0,correct_clear,True,1,0.470588,0.588235,0.117647,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0
6428,1,correct_close,True,1,0.105264,0.421053,0.315789,0.052632,0.052632,0.052632,0.052632,0.052632,0.0,0.0,0.0
9302,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8998,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,1,wrong_close,False,3,0.1,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4594,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9981,1,wrong_close,False,2,0.0,0.2,0.2,0.2,0.2,0.1,0.05,0.05,0.0,0.0,0.0
11458,1,correct_close,True,1,0.0,0.421053,0.421053,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0
4499,0,correct_clear,True,1,0.86,0.9,0.04,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0
4060,1,correct_close,True,1,0.05,0.3,0.25,0.25,0.15,0.05,0.0,0.0,0.0,0.0,0.0
7952,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3422,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10183,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10161,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1,wrong_close,False,3,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,1,wrong_close,False,7,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
11327,1,correct_close,True,1,0.0,0.2,0.2,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0
3234,1,correct_close,True,1,0.0,0.35,0.35,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0
8765,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,wrong_close,False,2,0.05,0.4,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11060,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,1,wrong_close,False,3,0.055556,0.277778,0.222222,0.166667,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0
4447,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10700,1,wrong_close,False,2,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,1,wrong_close,False,2,0.0,0.333333,0.333333,0.222222,0.111111,0.0,0.0,0.0,0.0,0.0,0.0
5312,0,correct_clear,True,1,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7533,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11737,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10695,1,wrong_clear,False,2,0.3,0.5,0.2,0.2,0.05,0.05,0.0,0.0,0.0,0.0,0.0
5800,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8699,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11690,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4077,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6742,EXCLUDE,retrieval_miss,False,,0.0,0.181818,0.181818,0.181818,0.181818,0.181818,0.090909,0.0,0.0,0.0,0.0
1672,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,1,correct_close,True,1,0.0625,0.5,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9820,0,correct_clear,True,1,0.7,0.8,0.1,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0
7214,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8792,0,correct_clear,True,1,0.4,0.6,0.2,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
6767,0,correct_clear,True,1,0.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9311,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,1,wrong_clear,False,4,0.25,0.5,0.25,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0
2627,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10689,1,wrong_close,False,2,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11566,1,correct_close,True,1,0.125,0.375,0.25,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0
10925,0,correct_clear,True,1,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8015,EXCLUDE,retrieval_miss,False,,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4768,EXCLUDE,retrieval_miss,False,,0.0,0.25,0.25,0.2,0.2,0.05,0.05,0.0,0.0,0.0,0.0
5849,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8280,1,wrong_clear,False,2,0.222223,0.555556,0.333333,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5998,EXCLUDE,retrieval_miss,False,,0.05,0.2,0.15,0.15,0.15,0.1,0.1,0.1,0.05,0.0,0.0
2078,1,wrong_close,False,7,0.01,0.17,0.16,0.15,0.15,0.14,0.08,0.08,0.07,0.0,0.0
451,0,correct_clear,True,1,0.861386,0.891089,0.029703,0.009901,0.009901,0.009901,0.009901,0.009901,0.009901,0.009901,0.009901
3346,1,correct_close,True,1,0.1,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5524,1,correct_close,True,1,0.05,0.2,0.15,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05
8552,1,correct_close,True,1,0.1,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,EXCLUDE,retrieval_miss,False,,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9954,1,wrong_close,False,3,0.0,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.05,0.0,0.0
3832,1,wrong_close,False,3,0.05,0.25,0.2,0.2,0.2,0.1,0.05,0.0,0.0,0.0,0.0
416,0,correct_clear,True,1,0.411764,0.588235,0.176471,0.117647,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0
2726,0,correct_clear,True,1,0.7,0.8,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
740,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7061,0,correct_clear,True,1,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8110,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4718,EXCLUDE,retrieval_miss,False,,0.0,0.25,0.25,0.25,0.15,0.05,0.05,0.0,0.0,0.0,0.0
5615,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10663,1,wrong_close,False,2,0.0,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3867,1,correct_close,True,1,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6802,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,0,correct_clear,True,1,0.235294,0.470588,0.235294,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0
5853,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9325,EXCLUDE,retrieval_miss,False,,0.4,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11443,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8053,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,0,correct_clear,True,1,0.4,0.6,0.2,0.15,0.01,0.01,0.01,0.01,0.01,0.0,0.0
8594,1,correct_close,True,1,0.05,0.4,0.35,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10906,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9513,0,correct_clear,True,1,0.444445,0.555556,0.111111,0.111111,0.111111,0.055556,0.055556,0.0,0.0,0.0,0.0
5752,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6217,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6910,1,wrong_close,False,4,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0
930,EXCLUDE,retrieval_miss,False,,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1,wrong_close,False,2,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8324,1,wrong_close,False,2,0.05,0.4,0.35,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0
5978,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7995,1,wrong_close,False,2,0.05,0.4,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,1,wrong_close,False,3,0.05,0.35,0.3,0.15,0.15,0.05,0.0,0.0,0.0,0.0,0.0
9010,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11254,0,correct_clear,True,1,0.3,0.5,0.2,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0
10681,1,wrong_close,False,2,0.05,0.3,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0
6475,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,0,correct_clear,True,1,0.55,0.7,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0
3994,1,correct_close,True,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
427,0,correct_clear,True,1,0.3,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
11104,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9085,1,wrong_close,False,2,0.1,0.4,0.3,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
5805,EXCLUDE,retrieval_miss,False,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,1,wrong_close,False,2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7849,0,correct_clear,True,1,0.25,0.5,0.25,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0
6899,1,wrong_close,False,4,0.0,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.05,0.0,0.0
9672,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1,wrong_clear,False,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9549,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,1,wrong_close,False,2,0.105263,0.315789,0.210526,0.105263,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632
7996,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1157,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9790,1,wrong_close,False,3,0.0,0.2,0.2,0.2,0.2,0.15,0.05,0.0,0.0,0.0,0.0
2449,0,correct_clear,True,1,0.526316,0.631579,0.105263,0.105263,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0
4128,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7682,1,wrong_close,False,2,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8138,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6486,1,correct_close,True,1,0.05,0.3,0.25,0.25,0.15,0.05,0.0,0.0,0.0,0.0,0.0
6754,0,correct_clear,True,1,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11358,0,correct_clear,True,1,0.39801,0.597015,0.199005,0.149254,0.00995,0.00995,0.00995,0.00995,0.004975,0.004975,0.004975
8262,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11289,0,correct_clear,True,1,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,1,wrong_clear,False,3,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10505,0,correct_clear,True,1,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5893,EXCLUDE,retrieval_miss,False,,0.65,0.8,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5547,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10072,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4384,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11035,1,wrong_close,False,3,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932,1,wrong_clear,False,5,0.4,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10194,0,correct_clear,True,1,0.55,0.7,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0
628,1,wrong_clear,False,4,0.86,0.9,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
6938,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9126,1,wrong_close,False,8,0.05,0.35,0.3,0.15,0.15,0.05,0.0,0.0,0.0,0.0,0.0
10192,0,correct_clear,True,1,0.6,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2656,1,wrong_close,False,5,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9081,1,wrong_close,False,10,0.05,0.3,0.25,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0
492,1,wrong_close,False,6,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,1,correct_close,True,1,0.1,0.4,0.3,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
6239,0,correct_clear,True,1,0.4,0.6,0.2,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
3218,0,correct_clear,True,1,0.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10957,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7096,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4292,1,wrong_clear,False,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,0,correct_clear,True,1,0.263158,0.526316,0.263158,0.052632,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0
9390,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,0,correct_clear,True,1,0.5,0.6,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
3276,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10101,0,correct_clear,True,1,0.2,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0
5744,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,0,correct_clear,True,1,0.3,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9936,1,correct_close,True,1,0.0,0.222222,0.222222,0.211111,0.166667,0.111111,0.055556,0.011111,0.0,0.0,0.0
6192,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10825,1,wrong_close,False,2,0.111111,0.444444,0.333333,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9477,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7324,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8293,1,wrong_close,False,3,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1886,1,correct_close,True,1,0.05,0.25,0.2,0.2,0.15,0.15,0.05,0.0,0.0,0.0,0.0
10545,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8808,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7660,1,wrong_close,False,3,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
10153,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7940,0,correct_clear,True,1,0.2,0.5,0.3,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
187,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7572,1,wrong_clear,False,3,0.3,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1180,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9658,1,correct_close,True,1,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0,correct_clear,True,1,0.454546,0.545455,0.090909,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0
854,EXCLUDE,retrieval_miss,False,,0.0625,0.375,0.3125,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
1267,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9364,1,correct_close,True,1,0.1,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,1,wrong_clear,False,8,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,0,correct_clear,True,1,0.6,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9128,EXCLUDE,retrieval_miss,False,,0.2,0.5,0.3,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
1378,1,wrong_close,False,2,0.1,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
11416,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4960,1,wrong_close,False,3,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
109,1,wrong_clear,False,5,0.35,0.5,0.15,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0
9061,1,correct_close,True,1,0.102041,0.408163,0.306122,0.102041,0.102041,0.020408,0.020408,0.020408,0.020408,0.0,0.0
2790,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11644,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,0,correct_clear,True,1,0.65,0.8,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8295,1,wrong_close,False,4,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
